  10000	         1.0292	         2.1851	         2.1232	      1578.8836	     25915.0325	        16.4135	         2.1000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs2.10_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.1480	         2.5333	         2.2067	      1649.4880	     27594.3107	        16.7290	         2.2000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs2.20_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.1976	         2.7810	         2.3221	      1728.0584	     32623.1158	        18.8785	         2.3000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs2.30_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.2760	         3.1702	         2.4845	      1800.3564	     34437.0806	        19.1279	         2.4000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs2.40_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.3684	         3.4639	         2.5313	      1872.8988	     36678.7942	        19.5840	         2.5000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs2.50_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.2708	         3.2655	         2.5696	      1944.4888	     39315.2635	        20.2188	         2.6000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs2.60_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.4140	         3.8826	         2.7458	      2023.0428	     43145.5810	        21.3271	         2.7000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs2.70_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.3952	         3.8998	         2.7952	      2100.6644	     46156.2414	        21.9722	         2.8000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs2.80_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.4148	         4.1451	         2.9298	      2172.0252	     49416.3630	        22.7513	         2.9000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs2.90_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.6132	         5.4780	         3.3957	      2255.9048	     53822.2061	        23.8584	         3.0000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs3.00_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.5996	         4.8665	         3.0423	      2330.5344	     59046.2592	        25.3359	         3.1000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs3.10_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.7016	         5.6558	         3.3238	      2400.0032	     61078.8904	        25.4495	         3.2000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs3.20_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.7620	         6.1934	         3.5150	      2478.0100	     61610.6099	        24.8629	         3.3000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs3.30_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.7280	         6.0700	         3.5127	      2540.2888	     66059.9110	        26.0049	         3.4000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs3.40_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.8116	         6.3113	         3.4838	      2613.1760	     70975.3986	        27.1606	         3.5000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs3.50_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.8744	         6.5946	         3.5183	      2701.0476	     71768.8837	        26.5708	         3.6000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs3.60_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.8548	         6.5473	         3.5299	      2773.6148	     83313.4136	        30.0378	         3.7000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs3.70_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
  10000	         1.9176	         6.8956	         3.5960	      2862.6364	     81915.9010	        28.6155	         3.8000	conditional_geometric	CP010000_mbd-conditional_geometric_mbs3.80_kb1.0_um2.0_kp15.0_up0.01_T0001000_FS1000
